1947	15840.5517351
1948	72664.6872916
1950	0.0
1951	0.0
1952	100411.81121
1953	57259.8882468
1955	169485.916428
1957	0.0
1958	27884.0920989
1959	0.0
1960	202701.333568
1961	0.0
1962	0.0
1963	0.0
1964	0.0
1965	0.0
1967	0.0
1968	19789.247812
1969	47390.3163
1970	44461.0938543
1973	0.0
1975	0.0
1976	232468.11482
1978	432165.544477
1980	136696.72966
1983	375761.809845
1984	0.0
1985	0.0
1987	0.0
1990	112213.966577
1995	0.0
1996	0.0
1999	0.0
2000	3814.99184663
2004	0.0
