"Williams, Kyffin",Fresians in the Field with the Coast Beyond,1940-1950,landscape,NLW,unknown,unknown,unknown,68.5,51,3493.5,http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nlw/large/nlw_nlw_kwf00100_large.jpg,http://www.bbc.co.uk/arts/yourpaintings/paintings/fresians-in-a-field-with-the-coast-beyond-120503,nlw_nlw_kwf00100_large.jpg,
"Williams, Kyffin",Hampstead Heath,1940-1950,landscape,NLW,Hampstead Heath,,,34.1,18.2,620.62,http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nlw/large/nlw_nlw_kwf00332_large.jpg,http://www.bbc.co.uk/arts/yourpaintings/paintings/hampstead-heath-120488,nlw_nlw_kwf00332_large.jpg,
"Williams, Kyffin",Mountain Torrent,1940-1950,landscape,NLW,unknown,unknown,unknown,51,40.7,2075.7,http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nlw/large/nlw_nlw_kwf00121_large.jpg,http://www.bbc.co.uk/arts/yourpaintings/paintings/mountain-torrent-120587?r=1343744397662,nlw_nlw_kwf00121_large.jpg,
"Williams, Kyffin",Mountain Valley,1940-1950,landscape,NLW,unknown,unknown,unknown,33.6,12,403.2,http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nlw/large/nlw_nlw_kwf00335_large.jpg,http://www.bbc.co.uk/arts/yourpaintings/paintings/mountain-valley-120519,nlw_nlw_kwf00335_large.jpg,
"Williams, Kyffin",Mountain Valley,1940-1950,landscape,NLW,unknown,unknown,unknown,68.7,51,3503.7,http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nlw/large/nlw_nlw_kwf00126_large.jpg,http://www.bbc.co.uk/arts/yourpaintings/paintings/mountain-valley-120583,nlw_nlw_kwf00126_large.jpg,
"Williams, Kyffin","Roadside Cottage, Eryri",1940-1950,landscape,NLW,Eryri,,,61,50.5,3080.5,http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nlw/large/nlw_nlw_kwf00123_large.jpg,http://www.bbc.co.uk/arts/yourpaintings/paintings/roadside-cottage-eryri-120433,nlw_nlw_kwf00123_large.jpg,
"Williams, Kyffin",Sunflowers with Mountain Beyond,1940-1950,landscape,NLW,unknown,unknown,unknown,29.8,40.8,1215.84,http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nlw/large/nlw_nlw_kwf00334_large.jpg,http://www.bbc.co.uk/arts/yourpaintings/paintings/sunflowers-with-mountains-beyond-120512,nlw_nlw_kwf00334_large.jpg,
"Williams, Kyffin",Welsh Black on Rocky Outcrop above the Coast,1940-1950,landscape,NLW,unknown,unknown,unknown,68.5,51,3493.5,http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nlw/large/nlw_nlw_kwf00099_large.jpg,http://www.bbc.co.uk/arts/yourpaintings/paintings/welsh-black-on-rocky-outcrop-above-the-coast-120502,nlw_nlw_kwf00099_large.jpg,
"Williams, Kyffin",A ruined classical building,1940-1960,landscape,NLW,unknown,unknown,unknown,40.7,30.5,1241.35,http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nlw/large/nlw_nlw_kwf00393_large.jpg,http://www.bbc.co.uk/arts/yourpaintings/paintings/a-ruined-classical-building-120441,nlw_nlw_kwf00393_large.jpg,
"Williams, Kyffin",Dusk in the Mountains,1940-1960,landscape,NLW,unknown,unknown,unknown,42.5,22,935,http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nlw/large/nlw_nlw_kwf00388_large.jpg,http://www.bbc.co.uk/arts/yourpaintings/paintings/dusk-in-the-mountains-120567,nlw_nlw_kwf00388_large.jpg,
